Images,Method_name,Category,Compartment,Fisrt_name,Last_name,Affiliation,Institute_Acronym,Country,Citation,Project,Eq_name,Analysis_date,Categorised_result,Polymer_type_of_particle_original,Eq_specification,Color,Color_original,Shape,Morphology_original,Size_fraction,Size_range_from_μm,Size_range_to_μm,Size_dimension
1B8t5TzlOWwVureXaJWGghdNaqo06jvrL,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BGmP8-aXusodpyx4Nmm-_IxUCFsrvcVD,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BGNR88wuiEv0EsaLsA886Nl0AR2uuHVp,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BHJgKLpIPYWum6xwZmrB1xKhC2gtI2uS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BHzT8w8g7ylEZPH3w116APJinr_Lqw1L,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BMdVoNyC8VxY69QIoeUCB_HkR7B-JKah,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1BNV4aO8PAyyRvL1nIXKZhd4nXrCMe-Ay,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1BNiKi2zEsQahkA2Bq-J-8W5sLor9UTL0,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BQPRB48ibSQMOzxKsMcSNRmQ_3q-6k5t,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BRVEmMQoWV4US6gHD4595edFdjn4iIXG,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BYjcGsds4S1_9HComsq1iwC1ny2Cbo_z,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1BfRyYIswLtajCefEkV9LWYvVq5k9gFJt,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BjgjjPGZHztW8Qyk5yVNPJiD3K8wmerB,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1Bl19wTQjc-cOaFQgpR_B1W4a18S7g24J,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1BvwIMWAlkpPcaBaMXKSL-NEfBlkO3yF1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1AUn95swl0P7htXci5ZpUj86m4sAyIXCj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1AV1smnz9vX7eSlfrcAAuNr_9W0hw3YTM,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1AVbsiGtIxK6Pf2ExGxp1ZOZrBmmMlYwN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1AZS17qoyJoONqz2ER1_q2aa7CF88Xv8Y,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1Ahxro0W4iWzIwcpqWkAwP6rHWalpsAWu,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1An2nnC715GwlMFX5aaUxVWUzBZsYJ_t-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1ApM_3tYHeyv_Be0s4ng8KAY2d75n7Mg2,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1Aq0J6s9FxlvDZJA7sr26Dmcngc7P-aHn,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1AthTQftaZ4nfqR3mTk4YBTb0TPCA0ySj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1AvzRnE2rPyNou-NGiLHbQ0Im2WAb2mRW,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
1AwRnDxQc91hgNUjJQ2jApi8LPTq3zvTd,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1B3a43-0S4TD3thyFUuwfc8A-RBjO0tnD,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1B4Wn4tnjXeuMti6aCxN1Z6ltKbU8xcbU,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1B7u7rpuCzwT6aVuwQ0mMhRzMs7NlZoq6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
19y9-gX0ySe9zTfyW9kz4WcZuBlo9zwzS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1B8O6J0TEKoQZBYAdHzGxEW1w1d8dHDrf,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
19yW0AhC27B39Rrn7ve2yH8mgqLIbtv6K,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1A0RJaXfKnuDPNFm5pv6F_k_Mem_vNd1R,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1A1CgKiqbzgV6U4TyuBRpAfIbXUwEwKSN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1A1vpe-L3CnAOLSUOyvXAz4-OEsC4UZr5,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1A7s4Buo8nK6kJtDGvFgOr-CssuSVUp64,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1A9BPmQnLOYgNL4rmmq_H61QcDJMtKEai,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1AG--jfTCN_BBq_ecSgX1sgebRq4RWm7o,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1AIvT6AIvyGdYOHa9FKezAN6mizAoqWHy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
1AJRmhZviYqNgZYeKkzNqCCfkP130uWR5,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1AJRw0yAzzP_2FdHz5X7k0caZv3yCsnZm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1AOZg9Pup3te89FBIJ--bkDHHjF1dP1gi,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1APCNwpps4xItWpzH6hFaZqYPhHgkElLP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1AT43NFOXgo9BAcDjk2DqejRaAi0IfDn8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18w1sjb2yiox0j_UCbq004UkF7EJH64U6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1AUYaN-H_d3zxjMJ32YVtBlnA4jk6Hav9,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18yhb2qyqUDwtEb_972PjvnYRpHrgeyKx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19DJRuX_9VsM92FTcrfKh9MZtTYV3nqhY,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19ESFpK66Pz-4hqPTKBlgs7FAAucUBfzl,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19FyiBOeylLYP35Q1ofI_7KobJt5z6TLO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19KpbqhuSgzJYSV29jZE6ZW_PM7kr8faY,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19PCqVhFRLZeRld_2ApNxMAl-CzG9MC_g,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
19Y57C8sJfTzh0Ass4VZtl3W_KjLcsVGz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19hYg_049ttV1YTJ4kotv8EE7nQF4SyYj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
19lZ2Y2zVTdha4nCHIVUH6nrbvOxE1TUS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19hmerm7_J1jj-qYgqDCBHykV9XiHfUYQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
19pqirSBFmoc_lQgOdtwDgiJgK6ik62Y0,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19tq9W2IRyosCXRqmK8GQNM9kSG1t4YYi,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19tvUa9JGGVOFpmo2zLPm5NdoD2Llmpyp,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19wszVPJj0dgsxSCA-X97hNcc_vklE0GB,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
186WSM6-AJ_KY5pOWdLHVp6VAbbcmPfh9,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
187U0YGx-cfL6ZySH9lC6zzm9g39nJVtg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
18HIfX1-AhrL4xaSBeI-qPmV19lfG6AWr,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
18IVR12u6NKHHONeBGItnhyArgNkIlD6C,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1C_NtSDhjt3tPjheKcfgagu7uDSTKSHq-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1C_2uMHl52XHocydiL0aWWYn43F8JOx0J,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1C_qzKfA_odyxTAdk-FNJsTyLKbGL-Fcg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1Cb1x_YI10JevpWG6YQy31coqK7Bb6I5H,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PET or PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18K7H_J6pJ-APgfjzQ7bl2w5kCou71glz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18KhxpYzM01hCaoYdST-KOlNq3SbrD8vp,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
18U5FyRI-yv-ogFL4KR9rPaKw7wF2ouhG,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
18X-uHU7dwl1ldecczHrHA60jv2bBofN7,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
18XJUhzrMds9rYad9K0gTN3WxOWhCTHP_,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
18d86Q9XyPie3QVxu3PVPmzUuk6AaQ5Vc,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
18Zj0j7zbtjy9im-HUGXBVcM-kQosJNiG,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
18gmwqtF6wSEgfKh9TAfoWuJXsV-jWDjA,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18n0U0RDY1UdkJP0ASsijZx9tHDTaKojQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
18nHy1AGX2STm4iMQIr5i3sjHqofgQZ4a,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
18oc2LWr98QerUVPDonhGHfrJSlhN3S2p,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16ymIbYmvqTeL0PeVKm-pip7voMpXiu7u,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
170HmHjaltaNrEeBkIRZOFGAzpDUu9uOw,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
174vRJNxcRxevn3fbom7EpzVCAem7pfR2,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17H3GPFFzhgjqc_9-Xm_qLv9MrfrQBxJo,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17Qn14cQJqkrV7UywtzlxjE9EgTCoWCrg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17VPNHFJPQu-wzcJqxrtKEq_b26oAAdrx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17WTR4SwywIkKE9xtoD_wCXkkYAHvT3u0,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17gc5G2stCcbXpT6q4SStFSTgQELVTsuv,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
17jEarq1IIMHIMqNExztQGhA_5QP_Dxrz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
17jQ9hxmqLiB_vN6NtvyPcSoDZ__5vLuz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17ti8C8BFD5r2vEa39h4zh3VIuMlAONFj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17uV45IY9KkCQzkT0OiDEcZhric9F9fEP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
17y7MJmpGB_S9jLEz37YmYi_L8usoJnDX,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
182djvsWWfpNM684JEvGnTS8z0PeH9ril,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
185t5guRjyxDqOtpIt_r8atzsrCK-99RM,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
167qRxranjt7OTIVVk2Hynekvff5SyKyu,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16E0DJpiL4Ag1ILE_wemOlKw9EFV8fpou,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16LD4xUO14OpR5EK9qbRgNmsHkrdYulZX,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
16H2bX3F-uAztKdlSnfn4SMMAXGPg0Ce4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
